Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
"Attorney General ",Letitia A. James,WOR,Town of Beekmantown 3 LD 4 LD 4,2,0,21,23,3.48
"Attorney General ",Letitia A. James,WOR,Town of Beekmantown 4 LD 3 LD 3,0,0,23,23,3.59
"Attorney General ",Letitia A. James,WOR,Town of Black Brook 1 LD 6 LD 6,4,0,7,11,2.46
"Attorney General ",Letitia A. James,WOR,Town of Black Brook 2 LD 6 LD 6,1,0,2,3,1.69
"Attorney General ",Letitia A. James,WOR,Town of Champlain 1 LD 1 LD 1,1,0,12,13,2.06
"Attorney General ",Letitia A. James,WOR,Town of Champlain 2 LD 1 LD 1,1,0,19,20,2.87
"Attorney General ",Letitia A. James,WOR,Town of Champlain 3 LD 1 LD 1,1,0,17,18,2.71
"Attorney General ",Letitia A. James,WOR,Town of Chazy 1 LD 3 LD 3,1,0,20,21,2.74
"Attorney General ",Letitia A. James,WOR,Town of Chazy 2 LD 3 LD 3,1,0,27,28,3.62
"Attorney General ",Letitia A. James,WOR,Town of Clinton 1 LD 2 LD 2,0,0,10,10,4.15
"Attorney General ",Letitia A. James,WOR,Town of Dannemora 1 LD 6 LD 6,1,0,4,5,3.33
"Attorney General ",Letitia A. James,WOR,Town of Dannemora 2 LD 2 LD 2,2,0,4,6,1.95
"Attorney General ",Letitia A. James,WOR,Town of Dannemora 3 LD 2 LD 2,0,0,5,5,1.79
"Attorney General ",Letitia A. James,WOR,Town of Ellenburg 1 LD 2 LD 2,2,0,19,21,3.00
"Attorney General ",Letitia A. James,WOR,Town of Mooers 1 LD 1 LD 1,0,0,19,19,2.38
"Attorney General ",Letitia A. James,WOR,Town of Mooers 2 LD 2 LD 2,0,0,9,9,2.16
"Attorney General ",Letitia A. James,WOR,Town of Peru 1 LD 7 LD 7,5,0,15,20,3.88
"Attorney General ",Letitia A. James,WOR,Town of Peru 2 LD 7 LD 7,1,0,31,32,4.53
"Attorney General ",Letitia A. James,WOR,Town of Peru 3 LD 7 LD 7,1,0,14,15,2.92
"Attorney General ",Letitia A. James,WOR,Town of Peru 4 LD 5 LD 5,3,0,30,33,3.78
"Attorney General ",Letitia A. James,WOR,Town of Plattsburgh 1 LD 4 LD 4,4,0,15,19,4.69
"Attorney General ",Letitia A. James,WOR,Town of Plattsburgh 2 LD 4 LD 4,4,0,23,27,3.81
"Attorney General ",Letitia A. James,WOR,Town of Plattsburgh 3 LD 8 LD 8,2,0,16,18,2.99
"Attorney General ",Letitia A. James,WOR,Town of Plattsburgh 4 LD 6 LD 6,2,0,23,25,3.51
"Attorney General ",Letitia A. James,WOR,Town of Plattsburgh 5 LD 8 LD 8,1,0,10,11,2.92
"Attorney General ",Letitia A. James,WOR,Town of Plattsburgh 6 LD 4 LD 4,5,0,31,36,3.70
"Attorney General ",Letitia A. James,WOR,Town of Plattsburgh 7 LD 4 LD 4,1,0,25,26,4.58
"Attorney General ",Letitia A. James,WOR,Town of Saranac 1 LD 6 LD 6,3,0,23,26,3.16
"Attorney General ",Letitia A. James,WOR,Town of Saranac 2 LD 6 LD 6,1,0,9,10,1.83
"Attorney General ",Letitia A. James,WOR,Town of Saranac 3 LD 6 LD 6,1,0,11,12,2.93
"Attorney General ",Letitia A. James,WOR,Town of Schuyler Falls 1 LD 5 LD 5,1,0,7,8,1.77
"Attorney General ",Letitia A. James,WOR,Town of Schuyler Falls 2 LD 5 LD 5,1,0,21,22,3.01
"Attorney General ",Letitia A. James,WOR,Town of Schuyler Falls 3 LD 5 LD 5,0,0,16,16,2.74
"Attorney General ",Write-in,,City of Plattsburgh Ward 1 D 1 LD 8  1 LD 8,0,0,1,1,0.45
"Attorney General ",Write-in,,City of Plattsburgh Ward 1 D 2 LD 8 LD 8,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 1 D 3 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 2 D 1 LD 8 LD 8,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 2 D 2 LD 9 LD 9,0,0,1,1,0.67
"Attorney General ",Write-in,,City of Plattsburgh Ward 3 D 1 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 3 D 2 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 4 D 1 LD 10 LD 10,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 4 D 2 LD 10 LD 10,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 5 D 1 LD 10 LD 10,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 5 D 2 LD 10 LD 10,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 6 D 1 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",Write-in,,City of Plattsburgh Ward 6 D 2 LD 10 LD 10,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Altona 1 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of AuSable 1 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of AuSable 2 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Beekmantown 1 LD 3 LD 3,0,0,1,1,0.23
"Attorney General ",Write-in,,Town of Beekmantown 2 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Beekmantown 3 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Beekmantown 4 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Black Brook 1 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Black Brook 2 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Champlain 1 LD 1 LD 1,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Champlain 2 LD 1 LD 1,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Champlain 3 LD 1 LD 1,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Chazy 1 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Chazy 2 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Clinton 1 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Dannemora 1 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Dannemora 2 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Dannemora 3 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Ellenburg 1 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Mooers 1 LD 1 LD 1,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Mooers 2 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Peru 1 LD 7 LD 7,1,0,0,1,0.19
"Attorney General ",Write-in,,Town of Peru 2 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Peru 3 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Peru 4 LD 5 LD 5,0,0,1,1,0.11
"Attorney General ",Write-in,,Town of Plattsburgh 1 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Plattsburgh 2 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Plattsburgh 3 LD 8 LD 8,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Plattsburgh 4 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Plattsburgh 5 LD 8 LD 8,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Plattsburgh 6 LD 4 LD 4,0,0,1,1,0.10
"Attorney General ",Write-in,,Town of Plattsburgh 7 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Saranac 1 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Saranac 2 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Saranac 3 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Schuyler Falls 1 LD 5 LD 5,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Schuyler Falls 2 LD 5 LD 5,0,0,0,0,0.00
"Attorney General ",Write-in,,Town of Schuyler Falls 3 LD 5 LD 5,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 1 D 1 LD 8  1 LD 8,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 1 D 2 LD 8 LD 8,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 1 D 3 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 2 D 1 LD 8 LD 8,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 2 D 2 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 3 D 1 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 3 D 2 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 4 D 1 LD 10 LD 10,1,0,0,1,0.16
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 4 D 2 LD 10 LD 10,1,0,0,1,0.17
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 5 D 1 LD 10 LD 10,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 5 D 2 LD 10 LD 10,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 6 D 1 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,City of Plattsburgh Ward 6 D 2 LD 10 LD 10,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Altona 1 LD 2 LD 2,0,0,1,1,0.13
"Attorney General ",OVER VOTES,STATS,Town of AuSable 1 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of AuSable 2 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Beekmantown 1 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Beekmantown 2 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Beekmantown 3 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Beekmantown 4 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Black Brook 1 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Black Brook 2 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Champlain 1 LD 1 LD 1,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Champlain 2 LD 1 LD 1,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Champlain 3 LD 1 LD 1,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Chazy 1 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Chazy 2 LD 3 LD 3,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Clinton 1 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Dannemora 1 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Dannemora 2 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Dannemora 3 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Ellenburg 1 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Mooers 1 LD 1 LD 1,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Mooers 2 LD 2 LD 2,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Peru 1 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Peru 2 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Peru 3 LD 7 LD 7,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Peru 4 LD 5 LD 5,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Plattsburgh 1 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Plattsburgh 2 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Plattsburgh 3 LD 8 LD 8,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Plattsburgh 4 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Plattsburgh 5 LD 8 LD 8,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Plattsburgh 6 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Plattsburgh 7 LD 4 LD 4,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Saranac 1 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Saranac 2 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Saranac 3 LD 6 LD 6,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Schuyler Falls 1 LD 5 LD 5,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Schuyler Falls 2 LD 5 LD 5,0,0,0,0,0.00
"Attorney General ",OVER VOTES,STATS,Town of Schuyler Falls 3 LD 5 LD 5,0,0,0,0,0.00
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 1 D 1 LD 8  1 LD 8,1,0,2,3,1.34
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 1 D 2 LD 8 LD 8,4,0,12,16,1.76
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 1 D 3 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 2 D 1 LD 8 LD 8,2,0,5,7,1.87
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 2 D 2 LD 9 LD 9,0,0,0,0,0.00
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 3 D 1 LD 9 LD 9,5,0,16,21,4.32
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 3 D 2 LD 9 LD 9,0,0,8,8,1.39
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 4 D 1 LD 10 LD 10,3,0,19,22,3.60
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 4 D 2 LD 10 LD 10,4,0,13,17,2.85
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 5 D 1 LD 10 LD 10,1,0,4,5,1.52
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 5 D 2 LD 10 LD 10,2,0,9,11,1.80
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 6 D 1 LD 9 LD 9,1,0,7,8,1.93
"Attorney General ",UNDER VOTES,STATS,City of Plattsburgh Ward 6 D 2 LD 10 LD 10,0,0,6,6,2.53
"Attorney General ",UNDER VOTES,STATS,Town of Altona 1 LD 2 LD 2,2,0,19,21,2.63
"Attorney General ",UNDER VOTES,STATS,Town of AuSable 1 LD 7 LD 7,0,0,12,12,2.40
"Attorney General ",UNDER VOTES,STATS,Town of AuSable 2 LD 7 LD 7,0,0,11,11,2.26
"Attorney General ",UNDER VOTES,STATS,Town of Beekmantown 1 LD 3 LD 3,1,0,10,11,2.57
"Attorney General ",UNDER VOTES,STATS,Town of Beekmantown 2 LD 3 LD 3,2,0,22,24,5.27
"Attorney General ",UNDER VOTES,STATS,Town of Beekmantown 3 LD 4 LD 4,1,0,24,25,3.79
"Attorney General ",UNDER VOTES,STATS,Town of Beekmantown 4 LD 3 LD 3,1,0,10,11,1.72
"Attorney General ",UNDER VOTES,STATS,Town of Black Brook 1 LD 6 LD 6,1,0,25,26,5.82
"Attorney General ",UNDER VOTES,STATS,Town of Black Brook 2 LD 6 LD 6,0,0,6,6,3.37
"Attorney General ",UNDER VOTES,STATS,Town of Champlain 1 LD 1 LD 1,1,0,15,16,2.54
"Attorney General ",UNDER VOTES,STATS,Town of Champlain 2 LD 1 LD 1,0,0,21,21,3.01
"Attorney General ",UNDER VOTES,STATS,Town of Champlain 3 LD 1 LD 1,3,0,26,29,4.36
"Attorney General ",UNDER VOTES,STATS,Town of Chazy 1 LD 3 LD 3,1,0,31,32,4.18
"Attorney General ",UNDER VOTES,STATS,Town of Chazy 2 LD 3 LD 3,4,0,17,21,2.71
"Attorney General ",UNDER VOTES,STATS,Town of Clinton 1 LD 2 LD 2,2,0,7,9,3.73
"Attorney General ",UNDER VOTES,STATS,Town of Dannemora 1 LD 6 LD 6,0,0,8,8,5.33
"Attorney General ",UNDER VOTES,STATS,Town of Dannemora 2 LD 2 LD 2,1,0,8,9,2.93
"Attorney General ",UNDER VOTES,STATS,Town of Dannemora 3 LD 2 LD 2,2,0,8,10,3.57
"Attorney General ",UNDER VOTES,STATS,Town of Ellenburg 1 LD 2 LD 2,7,0,34,41,5.85
"Attorney General ",UNDER VOTES,STATS,Town of Mooers 1 LD 1 LD 1,2,0,29,31,3.88
"Attorney General ",UNDER VOTES,STATS,Town of Mooers 2 LD 2 LD 2,2,0,13,15,3.61
"Attorney General ",UNDER VOTES,STATS,Town of Peru 1 LD 7 LD 7,0,0,9,9,1.74
"Attorney General ",UNDER VOTES,STATS,Town of Peru 2 LD 7 LD 7,1,0,14,15,2.12
"Attorney General ",UNDER VOTES,STATS,Town of Peru 3 LD 7 LD 7,1,0,12,13,2.53
"Attorney General ",UNDER VOTES,STATS,Town of Peru 4 LD 5 LD 5,3,0,21,24,2.75
"Attorney General ",UNDER VOTES,STATS,Town of Plattsburgh 1 LD 4 LD 4,2,0,13,15,3.70
"Attorney General ",UNDER VOTES,STATS,Town of Plattsburgh 2 LD 4 LD 4,0,0,15,15,2.12
"Attorney General ",UNDER VOTES,STATS,Town of Plattsburgh 3 LD 8 LD 8,1,0,7,8,1.33
"Attorney General ",UNDER VOTES,STATS,Town of Plattsburgh 4 LD 6 LD 6,0,0,19,19,2.67
"Attorney General ",UNDER VOTES,STATS,Town of Plattsburgh 5 LD 8 LD 8,0,0,5,5,1.33
"Attorney General ",UNDER VOTES,STATS,Town of Plattsburgh 6 LD 4 LD 4,3,0,14,17,1.75
"Attorney General ",UNDER VOTES,STATS,Town of Plattsburgh 7 LD 4 LD 4,0,0,14,14,2.46
"Attorney General ",UNDER VOTES,STATS,Town of Saranac 1 LD 6 LD 6,5,0,13,18,2.19
"Attorney General ",UNDER VOTES,STATS,Town of Saranac 2 LD 6 LD 6,0,0,12,12,2.20
"Attorney General ",UNDER VOTES,STATS,Town of Saranac 3 LD 6 LD 6,0,0,12,12,2.93
"Attorney General ",UNDER VOTES,STATS,Town of Schuyler Falls 1 LD 5 LD 5,3,0,16,19,4.20
"Attorney General ",UNDER VOTES,STATS,Town of Schuyler Falls 2 LD 5 LD 5,1,0,14,15,2.05
"Attorney General ",UNDER VOTES,STATS,Town of Schuyler Falls 3 LD 5 LD 5,0,0,11,11,1.89
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 1 D 1 LD 8  1 LD 8,34,0,82,116,52.25
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 1 D 2 LD 8 LD 8,163,0,419,582,63.26
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 1 D 3 LD 9 LD 9,4,0,11,15,39.47
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 2 D 1 LD 8 LD 8,30,0,183,213,56.50
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 2 D 2 LD 9 LD 9,16,0,62,78,51.66
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 3 D 1 LD 9 LD 9,40,0,251,291,58.91
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 3 D 2 LD 9 LD 9,44,0,311,355,61.21
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 4 D 1 LD 10 LD 10,64,0,306,370,59.77
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 4 D 2 LD 10 LD 10,62,0,304,366,60.80
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 5 D 1 LD 10 LD 10,32,0,185,217,65.56
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 5 D 2 LD 10 LD 10,53,0,330,383,62.58
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 6 D 1 LD 9 LD 9,50,0,237,287,69.16
"United States Senator ",Charles E. Schumer,DEM,City of Plattsburgh Ward 6 D 2 LD 10 LD 10,36,0,119,155,65.40
"United States Senator ",Charles E. Schumer,DEM,Town of Altona 1 LD 2 LD 2,37,0,232,269,33.67
"United States Senator ",Charles E. Schumer,DEM,Town of AuSable 1 LD 7 LD 7,20,0,152,172,34.40
"United States Senator ",Charles E. Schumer,DEM,Town of AuSable 2 LD 7 LD 7,16,0,194,210,42.86
"United States Senator ",Charles E. Schumer,DEM,Town of Beekmantown 1 LD 3 LD 3,33,0,171,204,48.11
"United States Senator ",Charles E. Schumer,DEM,Town of Beekmantown 2 LD 3 LD 3,35,0,148,183,39.27
"United States Senator ",Charles E. Schumer,DEM,Town of Beekmantown 3 LD 4 LD 4,30,0,329,359,54.15
"United States Senator ",Charles E. Schumer,DEM,Town of Beekmantown 4 LD 3 LD 3,28,0,221,249,38.66
"United States Senator ",Charles E. Schumer,DEM,Town of Black Brook 1 LD 6 LD 6,20,0,129,149,32.39
"United States Senator ",Charles E. Schumer,DEM,Town of Black Brook 2 LD 6 LD 6,5,0,66,71,39.66
"United States Senator ",Charles E. Schumer,DEM,Town of Champlain 1 LD 1 LD 1,62,0,229,291,45.19
"United States Senator ",Charles E. Schumer,DEM,Town of Champlain 2 LD 1 LD 1,40,0,291,331,46.49
"United States Senator ",Charles E. Schumer,DEM,Town of Champlain 3 LD 1 LD 1,28,0,247,275,40.38
"United States Senator ",Charles E. Schumer,DEM,Town of Chazy 1 LD 3 LD 3,36,0,318,354,45.80
"United States Senator ",Charles E. Schumer,DEM,Town of Chazy 2 LD 3 LD 3,38,0,292,330,42.36
"United States Senator ",Charles E. Schumer,DEM,Town of Clinton 1 LD 2 LD 2,15,0,65,80,33.20
"United States Senator ",Charles E. Schumer,DEM,Town of Dannemora 1 LD 6 LD 6,9,0,44,53,34.19
"United States Senator ",Charles E. Schumer,DEM,Town of Dannemora 2 LD 2 LD 2,23,0,105,128,41.56
"United States Senator ",Charles E. Schumer,DEM,Town of Dannemora 3 LD 2 LD 2,10,0,86,96,33.80
"United States Senator ",Charles E. Schumer,DEM,Town of Ellenburg 1 LD 2 LD 2,44,0,195,239,33.47
"United States Senator ",Charles E. Schumer,DEM,Town of Mooers 1 LD 1 LD 1,30,0,236,266,32.52
"United States Senator ",Charles E. Schumer,DEM,Town of Mooers 2 LD 2 LD 2,10,0,115,125,29.69
"United States Senator ",Charles E. Schumer,DEM,Town of Peru 1 LD 7 LD 7,31,0,177,208,40.08
"United States Senator ",Charles E. Schumer,DEM,Town of Peru 2 LD 7 LD 7,31,0,286,317,44.71
"United States Senator ",Charles E. Schumer,DEM,Town of Peru 3 LD 7 LD 7,18,0,120,138,26.64
"United States Senator ",Charles E. Schumer,DEM,Town of Peru 4 LD 5 LD 5,31,0,358,389,44.41
"United States Senator ",Charles E. Schumer,DEM,Town of Plattsburgh 1 LD 4 LD 4,33,0,180,213,51.70
"United States Senator ",Charles E. Schumer,DEM,Town of Plattsburgh 2 LD 4 LD 4,29,0,287,316,44.70
"United States Senator ",Charles E. Schumer,DEM,Town of Plattsburgh 3 LD 8 LD 8,53,0,299,352,57.89
"United States Senator ",Charles E. Schumer,DEM,Town of Plattsburgh 4 LD 6 LD 6,30,0,264,294,41.06
"United States Senator ",Charles E. Schumer,DEM,Town of Plattsburgh 5 LD 8 LD 8,19,0,161,180,48.13
"United States Senator ",Charles E. Schumer,DEM,Town of Plattsburgh 6 LD 4 LD 4,56,0,441,497,50.77
"United States Senator ",Charles E. Schumer,DEM,Town of Plattsburgh 7 LD 4 LD 4,48,0,176,224,39.09
"United States Senator ",Charles E. Schumer,DEM,Town of Saranac 1 LD 6 LD 6,39,0,244,283,34.01
"United States Senator ",Charles E. Schumer,DEM,Town of Saranac 2 LD 6 LD 6,21,0,154,175,32.05
"United States Senator ",Charles E. Schumer,DEM,Town of Saranac 3 LD 6 LD 6,11,0,140,151,36.92
"United States Senator ",Charles E. Schumer,DEM,Town of Schuyler Falls 1 LD 5 LD 5,26,0,118,144,31.58
"United States Senator ",Charles E. Schumer,DEM,Town of Schuyler Falls 2 LD 5 LD 5,30,0,275,305,41.72
"United States Senator ",Charles E. Schumer,DEM,Town of Schuyler Falls 3 LD 5 LD 5,25,0,222,247,42.22
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 1 D 1 LD 8  1 LD 8,13,0,70,83,37.39
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 1 D 2 LD 8 LD 8,43,0,226,269,29.24
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 1 D 3 LD 9 LD 9,5,0,14,19,50.00
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 2 D 1 LD 8 LD 8,12,0,105,117,31.03
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 2 D 2 LD 9 LD 9,9,0,42,51,33.77
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 3 D 1 LD 9 LD 9,13,0,144,157,31.78
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 3 D 2 LD 9 LD 9,20,0,146,166,28.62
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 4 D 1 LD 10 LD 10,11,0,163,174,28.11
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 4 D 2 LD 10 LD 10,18,0,167,185,30.73
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 5 D 1 LD 10 LD 10,8,0,68,76,22.96
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 5 D 2 LD 10 LD 10,23,0,149,172,28.10
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 6 D 1 LD 9 LD 9,9,0,67,76,18.31
"United States Senator ",Joe Pinion,REP,City of Plattsburgh Ward 6 D 2 LD 10 LD 10,8,0,48,56,23.63
"United States Senator ",Joe Pinion,REP,Town of Altona 1 LD 2 LD 2,34,0,408,442,55.32
"United States Senator ",Joe Pinion,REP,Town of AuSable 1 LD 7 LD 7,15,0,271,286,57.20
"United States Senator ",Joe Pinion,REP,Town of AuSable 2 LD 7 LD 7,8,0,228,236,48.16
"United States Senator ",Joe Pinion,REP,Town of Beekmantown 1 LD 3 LD 3,21,0,163,184,43.40
"United States Senator ",Joe Pinion,REP,Town of Beekmantown 2 LD 3 LD 3,5,0,230,235,50.43
