Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 001009 ",0,1,4,5,0.69
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 001010 ",0,1,1,2,0.39
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002001 ",0,0,1,1,0.28
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002002 ",0,1,4,5,1.13
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002003 ",0,0,4,4,0.70
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002004 ",0,0,2,2,0.52
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002005 ",0,0,3,3,0.55
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002006 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002007 ",0,0,7,7,1.04
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002008 ",0,0,2,2,0.63
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002009 ",0,0,5,5,1.50
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002010 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 002011 ",0,0,2,2,0.48
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003001 ",0,0,3,3,0.67
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003002 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003003 ",0,0,1,1,0.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003004 ",0,0,8,8,1.05
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003005 ",0,0,7,7,1.22
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003006 ",0,0,1,1,0.17
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003007 ",0,0,4,4,0.92
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003008 ",0,0,3,3,0.71
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003009 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003010 ",0,0,6,6,1.54
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003011 ",0,0,1,1,0.22
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"City of North Tonawanda 003012 ",0,0,8,8,0.93
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Cambria 000001 ",0,0,2,2,0.31
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Cambria 000002 ",0,0,3,3,0.36
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Cambria 000003 ",0,2,4,6,0.68
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Cambria 000004 ",0,0,4,4,0.44
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Hartland 000001 ",0,0,2,2,0.30
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Hartland 000002 ",0,0,1,1,0.13
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Hartland 000003 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000001 ",0,0,2,2,0.39
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000002 ",0,0,5,5,0.83
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000003 ",0,0,2,2,0.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000004 ",0,0,3,3,0.40
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000005 ",0,0,3,3,0.40
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000006 ",0,0,2,2,0.31
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000007 ",0,0,2,2,0.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000008 ",0,0,2,2,0.31
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000009 ",0,3,4,7,0.95
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000010 ",0,0,4,4,0.67
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000011 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000012 ",0,0,2,2,0.35
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000013 ",0,0,3,3,0.42
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lewiston 000014 ",0,0,3,3,0.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000001 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000002 ",0,0,1,1,0.16
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000003 ",0,0,7,7,1.56
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000004 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000005 ",0,0,2,2,0.27
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000006 ",0,1,7,8,1.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000007 ",0,0,2,2,0.36
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000008 ",0,0,3,3,0.67
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000009 ",0,0,3,3,0.37
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000010 ",0,0,4,4,0.93
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000011 ",0,0,4,4,0.52
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000012 ",0,0,3,3,0.44
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000013 ",0,1,2,3,0.41
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000014 ",0,2,3,5,0.53
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000015 ",0,0,3,3,0.39
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Lockport 000016 ",0,0,2,2,0.29
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Newfane 000001 ",0,0,1,1,0.28
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Newfane 000002 ",0,0,3,3,0.53
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Newfane 000003 ",0,2,5,7,1.20
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Newfane 000004 ",0,1,5,6,0.70
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Newfane 000005 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Newfane 000006 ",0,0,3,3,0.49
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Newfane 000007 ",0,0,3,3,0.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Newfane 000008 ",0,0,3,3,0.63
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Niagara 000001 ",0,0,2,2,0.57
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Niagara 000002 ",0,0,3,3,1.25
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Niagara 000003 ",0,1,4,5,0.85
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Niagara 000004 ",0,0,2,2,0.52
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Niagara 000005 ",0,0,2,2,0.26
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Niagara 000006 ",0,0,1,1,0.25
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Niagara 000007 ",0,0,3,3,0.40
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Pendleton 000001 ",0,1,4,5,0.76
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Pendleton 000002 ",0,0,1,1,0.17
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Pendleton 000003 ",0,1,4,5,0.60
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Pendleton 000004 ",0,0,4,4,0.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Pendleton 000005 ",0,0,3,3,0.48
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Pendleton 000006 ",0,1,2,3,0.42
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Porter 000001 ",0,0,2,2,0.28
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Porter 000002 ",0,1,1,2,0.30
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Porter 000003 ",0,0,1,1,0.17
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Porter 000004 ",0,0,2,2,0.49
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Porter 000005 ",0,0,4,4,0.50
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Porter 000006 ",0,1,2,3,0.45
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Royalton 000001 ",0,0,5,5,0.64
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Royalton 000002 ",0,1,2,3,0.39
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Royalton 000003 ",0,1,3,4,0.48
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Royalton 000004 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Royalton 000005 ",0,0,1,1,0.22
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Royalton 000006 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Somerset 000001 ",0,1,7,8,1.21
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Somerset 000002 ",0,0,1,1,0.15
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000001 ",0,1,3,4,0.81
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000002 ",0,0,2,2,0.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000003 ",0,1,1,2,0.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000004 ",0,0,2,2,0.33
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000005 ",0,0,1,1,0.10
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000006 ",0,0,2,2,0.27
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000007 ",0,0,3,3,0.35
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000008 ",0,0,3,3,0.42
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000009 ",0,0,3,3,0.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000010 ",0,0,3,3,0.37
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000011 ",0,0,4,4,0.38
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000012 ",0,1,2,3,0.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000013 ",0,0,2,2,0.25
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wheatfield 000014 ",0,0,5,5,0.65
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wilson 000001 ",0,1,5,6,0.90
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wilson 000002 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wilson 000003 ",0,1,3,4,0.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wilson 000004 ",0,0,2,2,0.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brock PIERCE and Karla BALLARD,IND,"Town of Wilson 000005 ",0,0,5,5,1.01
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003001 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003002 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003003 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003004 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003005 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003006 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003007 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003008 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003009 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003010 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003011 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003012 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 003013 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 004001 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 004002 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 004003 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 004004 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 004005 ",0,0,1,1,0.21
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 004006 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 004007 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 004008 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 005001 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 005002 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 005003 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 005004 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 005005 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 005006 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006001 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006002 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006003 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006004 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006005 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006006 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006007 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006008 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006009 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Niagara Falls 006010 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 001001 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 001002 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 001003 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 001004 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 002001 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 002002 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 002003 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 002004 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Brian CARROLL,,"City of Lockport 003001 ",0,0,0,0,0.00
