Contest,Candidate Issue,Party,District Name,Absentee Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Plattsburgh D6 LD 4 ",9,1,21,31,2.45
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Plattsburgh D7 LD 4 ",9,5,21,35,4.73
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Saranac D1 LD 6 ",11,3,25,39,4.16
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Saranac D2 LD 6 ",2,2,21,25,4.02
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Saranac D3 LD 6 ",0,5,14,19,3.97
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Schuyler Falls D1 LD 5 ",4,2,17,23,3.82
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Schuyler Falls D2 LD 5 ",6,3,18,27,2.90
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Donald J. Trump and Michael R. Pence,CON,"Town of Schuyler Falls D3 LD 5 ",4,4,18,26,3.25
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W1 D1 LD 8 ",5,4,4,13,3.87
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W1 D2 LD 8 ",12,29,8,49,4.09
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W1 D3 LD 9 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W2 D1 LD 8 ",4,8,5,17,2.96
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W2 D2 LD 9 ",3,3,5,11,3.86
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W3 D1 LD 9 ",4,12,5,21,3.12
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W3 D2 LD 9 ",10,23,10,43,5.76
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W4 D1 LD 10 ",19,18,13,50,5.55
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W4 D2 LD 10 ",4,18,5,27,3.56
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W5 D1 LD 10 ",10,12,3,25,4.86
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W5 D2 LD 10 ",8,12,6,26,3.04
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W6 D1 LD 9 ",12,20,13,45,7.01
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"City of Plattsburgh W6 D2 LD 10 ",8,9,6,23,6.08
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Altona D1 LD 2 ",7,2,17,26,2.52
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of AuSable D1 LD 7 ",3,2,7,12,1.77
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of AuSable D2 LD 7 ",2,5,13,20,3.15
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Beekmantown D1 LD 3 ",2,8,7,17,2.96
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Beekmantown D2 LD 3 ",7,2,7,16,2.61
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Beekmantown D3 LD 4 ",4,11,9,24,2.94
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Beekmantown D4 LD 3 ",8,10,10,28,3.56
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Black Brook D1 LD 6 ",4,5,6,15,2.75
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Black Brook D2 LD 6 ",0,0,1,1,0.49
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Champlain D1 LD 1 ",8,3,10,21,2.50
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Champlain D2 LD 1 ",6,6,4,16,1.85
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Champlain D3 LD 1 ",4,3,12,19,2.13
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Chazy D1 LD 3 ",9,4,12,25,2.45
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Chazy D2 LD 3 ",3,11,5,19,1.96
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Clinton D1 LD 2 ",1,0,3,4,1.29
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Dannemora D1 LD 6 ",1,1,0,2,1.03
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Dannemora D2 LD 2 ",1,1,0,2,0.58
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Dannemora D3 LD 2 ",1,0,3,4,1.19
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Ellenburg D1 LD 2 ",4,0,10,14,1.59
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Mooers D1 LD 1 ",7,1,12,20,1.89
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Mooers D2 LD 2 ",3,1,4,8,1.45
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Peru D1 LD 7 ",7,3,6,16,2.30
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Peru D2 LD 7 ",8,8,18,34,3.79
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Peru D3 LD 7 ",2,5,2,9,1.41
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Peru D4 LD 5 ",5,15,14,34,3.06
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Plattsburgh D1 LD 4 ",3,11,4,18,3.44
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Plattsburgh D2 LD 4 ",5,14,16,35,3.81
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Plattsburgh D3 LD 8 ",9,14,6,29,3.64
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Plattsburgh D4 LD 6 ",7,15,10,32,3.74
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Plattsburgh D5 LD 8 ",9,5,3,17,3.05
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Plattsburgh D6 LD 4 ",9,6,20,35,2.76
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Plattsburgh D7 LD 4 ",5,8,10,23,3.11
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Saranac D1 LD 6 ",6,8,12,26,2.77
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Saranac D2 LD 6 ",2,4,8,14,2.25
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Saranac D3 LD 6 ",3,3,4,10,2.09
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Schuyler Falls D1 LD 5 ",4,1,2,7,1.16
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Schuyler Falls D2 LD 5 ",12,7,12,31,3.33
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Joseph R. Biden and Kamala D. Harris,WOR,"Town of Schuyler Falls D3 LD 5 ",8,4,3,15,1.88
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W1 D1 LD 8 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W1 D2 LD 8 ",3,0,1,4,0.33
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W1 D3 LD 9 ",0,1,0,1,1.67
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W2 D1 LD 8 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W2 D2 LD 9 ",2,1,0,3,1.05
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W3 D1 LD 9 ",4,1,0,5,0.74
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W3 D2 LD 9 ",1,2,0,3,0.40
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W4 D1 LD 10 ",3,4,3,10,1.11
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W4 D2 LD 10 ",0,0,3,3,0.40
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W5 D1 LD 10 ",0,4,0,4,0.78
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W5 D2 LD 10 ",2,3,1,6,0.70
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W6 D1 LD 9 ",3,3,1,7,1.09
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"City of Plattsburgh W6 D2 LD 10 ",2,3,1,6,1.59
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Altona D1 LD 2 ",2,0,0,2,0.19
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of AuSable D1 LD 7 ",0,0,3,3,0.44
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of AuSable D2 LD 7 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Beekmantown D1 LD 3 ",0,1,2,3,0.52
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Beekmantown D2 LD 3 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Beekmantown D3 LD 4 ",1,1,0,2,0.24
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Beekmantown D4 LD 3 ",0,1,2,3,0.38
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Black Brook D1 LD 6 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Black Brook D2 LD 6 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Champlain D1 LD 1 ",0,0,1,1,0.12
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Champlain D2 LD 1 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Champlain D3 LD 1 ",1,0,3,4,0.45
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Chazy D1 LD 3 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Chazy D2 LD 3 ",1,0,5,6,0.62
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Clinton D1 LD 2 ",0,0,2,2,0.65
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Dannemora D1 LD 6 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Dannemora D2 LD 2 ",1,1,0,2,0.58
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Dannemora D3 LD 2 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Ellenburg D1 LD 2 ",0,0,2,2,0.23
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Mooers D1 LD 1 ",4,1,4,9,0.85
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Mooers D2 LD 2 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Peru D1 LD 7 ",2,0,0,2,0.29
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Peru D2 LD 7 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Peru D3 LD 7 ",0,0,2,2,0.31
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Peru D4 LD 5 ",0,0,1,1,0.09
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Plattsburgh D1 LD 4 ",0,1,0,1,0.19
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Plattsburgh D2 LD 4 ",1,0,1,2,0.22
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Plattsburgh D3 LD 8 ",3,0,3,6,0.75
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Plattsburgh D4 LD 6 ",0,1,0,1,0.12
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Plattsburgh D5 LD 8 ",0,0,1,1,0.18
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Plattsburgh D6 LD 4 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Plattsburgh D7 LD 4 ",0,1,3,4,0.54
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Saranac D1 LD 6 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Saranac D2 LD 6 ",1,1,0,2,0.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Saranac D3 LD 6 ",0,0,1,1,0.21
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Schuyler Falls D1 LD 5 ",1,0,1,2,0.33
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Schuyler Falls D2 LD 5 ",2,0,1,3,0.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Howie Hawkins and Angela Nicole Walker,GRE,"Town of Schuyler Falls D3 LD 5 ",0,0,2,2,0.25
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W1 D1 LD 8 ",1,1,0,2,0.60
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W1 D2 LD 8 ",5,5,4,14,1.17
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W1 D3 LD 9 ",0,0,0,0,0.00
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W2 D1 LD 8 ",1,3,5,9,1.57
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W2 D2 LD 9 ",2,1,2,5,1.75
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W3 D1 LD 9 ",1,1,5,7,1.04
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W3 D2 LD 9 ",0,1,2,3,0.40
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W4 D1 LD 10 ",1,0,3,4,0.44
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W4 D2 LD 10 ",0,0,1,1,0.13
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W5 D1 LD 10 ",0,5,1,6,1.17
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W5 D2 LD 10 ",2,3,3,8,0.93
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W6 D1 LD 9 ",0,0,4,4,0.62
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"City of Plattsburgh W6 D2 LD 10 ",0,0,1,1,0.26
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Altona D1 LD 2 ",3,0,6,9,0.87
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of AuSable D1 LD 7 ",2,1,3,6,0.89
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of AuSable D2 LD 7 ",0,4,3,7,1.10
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Beekmantown D1 LD 3 ",0,0,3,3,0.52
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Beekmantown D2 LD 3 ",1,0,4,5,0.82
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Beekmantown D3 LD 4 ",1,0,3,4,0.49
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Beekmantown D4 LD 3 ",3,0,3,6,0.76
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Black Brook D1 LD 6 ",1,1,4,6,1.10
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Black Brook D2 LD 6 ",1,1,0,2,0.97
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Champlain D1 LD 1 ",2,1,5,8,0.95
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Champlain D2 LD 1 ",0,2,2,4,0.46
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Champlain D3 LD 1 ",1,0,2,3,0.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Chazy D1 LD 3 ",3,2,5,10,0.98
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Chazy D2 LD 3 ",3,0,8,11,1.13
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Clinton D1 LD 2 ",0,0,1,1,0.32
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Dannemora D1 LD 6 ",0,0,3,3,1.55
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Dannemora D2 LD 2 ",0,0,1,1,0.29
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Dannemora D3 LD 2 ",0,0,1,1,0.30
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Ellenburg D1 LD 2 ",0,0,3,3,0.34
"PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT ",Jo Jorgensen and Jeremy Cohen,LBT,"Town of Mooers D1 LD 1 ",2,1,9,12,1.14
